source,target,rho,candidate_mode,top_k,subdivision_points,adaptive_max_points_per_source,adaptive_min_separation,matching_target_vertices,matching_target_edges,empty_domains,total_candidates,minimum_candidates,maximum_candidates,estimated_state_upper_bound,largest_candidate_product,elapsed_seconds,status,error
2014e7,1955e3,10.0,adaptive_closest_points,25,2,8,1.0,402,612,0,50,1,12,686,324,0.293215,ok,
2014e7,1955e3,12.5,target_junctions,25,2,8,1.0,371,581,0,86,2,17,4722,1904,0.132478,ok,
2014e7,1955e3,12.5,original_target_vertices,25,2,8,1.0,4489,4703,0,201,5,25,28821,11875,0.439842,ok,
2014e7,1955e3,12.5,uniform_target_subdivision,25,2,8,1.0,1533,1743,0,101,1,25,4217,2250,0.462394,ok,
2014e7,1955e3,12.5,adaptive_closest_points,25,2,8,1.0,407,617,0,69,2,16,2137,880,0.294927,ok,
2014e7,1955e5,10.0,target_junctions,25,2,8,1.0,70,103,0,34,2,5,158,32,0.029851,ok,
2014e7,1955e5,10.0,original_target_vertices,25,2,8,1.0,2828,2861,1,116,0,25,4126,1950,0.313684,ok,
2014e7,1955e5,10.0,uniform_target_subdivision,25,2,8,1.0,276,309,3,16,0,3,21,6,0.119203,ok,
2014e7,1955e5,10.0,adaptive_closest_points,25,2,8,1.0,85,118,0,21,1,3,43,9,0.122618,ok,
2014e7,1955e5,12.5,target_junctions,25,2,8,1.0,70,103,0,46,2,6,604,180,0.029644,ok,
2014e7,1955e5,12.5,original_target_vertices,25,2,8,1.0,2828,2861,0,159,2,25,16848,10625,0.314978,ok,
2014e7,1955e5,12.5,uniform_target_subdivision,25,2,8,1.0,276,309,2,28,0,5,149,80,0.118681,ok,
2014e7,1955e5,12.5,adaptive_closest_points,25,2,8,1.0,90,123,0,30,1,4,162,48,0.123011,ok,
2014e7,1998e3,10.0,target_junctions,25,2,8,1.0,321,509,0,73,2,14,3596,1386,0.124394,ok,
2014e7,1998e3,10.0,original_target_vertices,25,2,8,1.0,4322,4511,0,154,2,25,15622,5525,0.476860,ok,
2014e7,1998e3,10.0,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,91,1,25,7372,2750,0.410075,ok,
2014e7,1998e3,10.0,adaptive_closest_points,25,2,8,1.0,342,530,0,49,1,10,1001,300,0.276160,ok,
2014e7,1998e3,12.5,target_junctions,25,2,8,1.0,321,509,0,85,3,15,4839,1650,0.128937,ok,
2014e7,1998e3,12.5,original_target_vertices,25,2,8,1.0,4322,4511,0,192,4,25,24883,8925,0.414181,ok,
2014e7,1998e3,12.5,uniform_target_subdivision,25,2,8,1.0,1339,1527,0,111,2,25,11533,3750,0.414454,ok,
2014e7,1998e3,12.5,adaptive_closest_points,25,2,8,1.0,343,531,0,57,2,12,1398,360,0.278129,ok,
2014e7,1998e5,10.0,target_junctions,25,2,8,1.0,54,78,0,44,2,6,562,180,0.029779,ok,
2014e7,1998e5,10.0,original_target_vertices,25,2,8,1.0,2353,2377,0,140,2,25,12533,3900,0.281894,ok,
2014e7,1998e5,10.0,uniform_target_subdivision,25,2,8,1.0,210,234,1,23,0,5,132,80,0.089325,ok,
2014e7,1998e5,10.0,adaptive_closest_points,25,2,8,1.0,72,96,0,30,1,6,200,72,0.103982,ok,
2014e7,1998e5,12.5,target_junctions,25,2,8,1.0,54,78,0,45,2,6,574,180,0.029034,ok,
2014e7,1998e5,12.5,original_target_vertices,25,2,8,1.0,2353,2377,0,170,3,25,19926,6800,0.448070,ok,
2014e7,1998e5,12.5,uniform_target_subdivision,25,2,8,1.0,210,234,0,25,1,5,161,80,0.155743,ok,
2014e7,1998e5,12.5,adaptive_closest_points,25,2,8,1.0,73,97,0,31,1,6,205,72,0.199244,ok,
2014e7,1998e7,10.0,target_junctions,25,2,8,1.0,14,18,0,32,2,4,192,64,0.016235,ok,
2014e7,1998e7,10.0,original_target_vertices,25,2,8,1.0,1545,1549,0,131,2,25,11652,3900,0.327394,ok,
2014e7,1998e7,10.0,uniform_target_subdivision,25,2,8,1.0,50,54,5,7,0,1,2,1,0.041120,ok,
2014e7,1998e7,10.0,adaptive_closest_points,25,2,8,1.0,27,31,0,19,1,3,48,18,0.097412,ok,
2014e7,1998e7,12.5,target_junctions,25,2,8,1.0,14,18,0,33,2,4,204,64,0.005290,ok,
2014e7,1998e7,12.5,original_target_vertices,25,2,8,1.0,1545,1549,0,155,3,25,17908,6800,0.206456,ok,
2014e7,1998e7,12.5,uniform_target_subdivision,25,2,8,1.0,50,54,3,9,0,1,5,1,0.035270,ok,
2014e7,1998e7,12.5,adaptive_closest_points,25,2,8,1.0,28,32,0,20,1,3,53,18,0.094752,ok,
2014e7,2014e3,10.0,target_junctions,25,2,8,1.0,317,493,0,79,2,10,2306,540,0.132188,ok,
2014e7,2014e3,10.0,original_target_vertices,25,2,8,1.0,4059,4236,0,150,1,25,17045,6050,0.485971,ok,
2014e7,2014e3,10.0,uniform_target_subdivision,25,2,8,1.0,1303,1479,0,102,1,19,4640,1140,0.395848,ok,
2014e7,2014e3,10.0,adaptive_closest_points,25,2,8,1.0,328,504,0,43,1,9,419,135,0.254355,ok,
2014e7,2014e3,12.5,target_junctions,25,2,8,1.0,317,493,0,90,2,11,2838,726,0.130850,ok,
2014e7,2014e3,12.5,original_target_vertices,25,2,8,1.0,4059,4236,0,212,4,25,24371,6875,0.389546,ok,
2014e7,2014e3,12.5,uniform_target_subdivision,25,2,8,1.0,1303,1479,0,131,2,20,7181,1680,0.394814,ok,
2014e7,2014e3,12.5,adaptive_closest_points,25,2,8,1.0,334,510,0,56,1,9,600,162,0.260221,ok,
2014e7,2014e5,10.0,target_junctions,25,2,8,1.0,51,74,0,48,2,6,636,144,0.021550,ok,
2014e7,2014e5,10.0,original_target_vertices,25,2,8,1.0,2366,2389,0,119,1,23,9336,3289,0.280846,ok,
2014e7,2014e5,10.0,uniform_target_subdivision,25,2,8,1.0,199,222,0,29,1,5,100,32,0.085844,ok,
2014e7,2014e5,10.0,adaptive_closest_points,25,2,8,1.0,54,77,0,18,1,4,36,8,0.100053,ok,
2014e7,2014e5,12.5,target_junctions,25,2,8,1.0,51,74,0,50,2,6,650,144,0.022716,ok,
2014e7,2014e5,12.5,original_target_vertices,25,2,8,1.0,2366,2389,0,166,4,25,17109,5500,0.277189,ok,
2014e7,2014e5,12.5,uniform_target_subdivision,25,2,8,1.0,199,222,0,34,1,5,195,64,0.085287,ok,
2014e7,2014e5,12.5,adaptive_closest_points,25,2,8,1.0,56,79,0,21,1,4,42,8,0.104363,ok,
